professor_nome,ano,titulo
FRANCISCO LEONARDO DA SILVA JUNIOR,2023,PREVALÊNCIA DA DOENÇA PERIODONTAL EM PACIENTES ACOMETIDOS POR DOENÇAS CARDIOVASCULARES
FRANCISCO LEONARDO DA SILVA JUNIOR,2023,PREVALÊNCIA DA PNEUMONIA ASSOCIADA A VENTILAÇÃO MECÂNICA EM PACIENTES INTERNADOS EM UNIDADE DE TERAPIA INTENSIVA SUBMETIDOS A MÉTODOS MECÂNICOS E QUÍMICOS DE HIGIENIZAÇÃO
GEORGIA COSTA DE ARAUJO SOUZA,2025,Conhecimento da população do Rio Grande do Norte acerca das doenças periodontais: um estudo observacional com enfoque em saúde pública e educação em saúde
GEORGIA COSTA DE ARAUJO SOUZA,2025,SÉRIE HISTÓRICA DE TELECONSULTORIAS ODONTOLÓGICAS DO NÚCLEO MUNICIPAL DE TELESSAÚDE DO RECIFE
GEORGIA COSTA DE ARAUJO SOUZA,2024,"Percepção e conhecimento dos formandos dos cursos de Odontologia, Medicina e Enfermagem da UFRN sobre maus-tratos infantis"
GEORGIA COSTA DE ARAUJO SOUZA,2024,Ações de Saúde aos Povos Indígenas Migrantes no Município de Mossoró/RN
GEORGIA COSTA DE ARAUJO SOUZA,2023,"Aplicação do tratamento restaurador atraumático pelos cirurgiões-dentistas da rede pública de Natal, Rio Grande do Norte"
GEORGIA COSTA DE ARAUJO SOUZA,2023,Organização da demanda para atendimento odontológico e planejamento das ações de saúde na Atenção Primária em Saúde do SUS
GEORGIA COSTA DE ARAUJO SOUZA,2023,As consequências do edentulismo na autoestima de pacientes adultos entre 30 e 50 anos
GEORGIA COSTA DE ARAUJO SOUZA,2022,Ações preventivas coletivas em Saúde Bucal na Região Nordeste do Brasil: série temporal entre 2011-2020
GUSTAVO AUGUSTO SEABRA BARBOSA,2023,UTILIZAÇÃO DO FLUXO DE TRABALHO DIGITAL PARA ANÁLISE OCLUSAL
GUSTAVO AUGUSTO SEABRA BARBOSA,2023,Avaliação do desempenho clínico de placas oclusais estabilizadoras confeccionadas pelo fluxo de trabalho convencional e digital: ensaio clínico controlado randomizado e cruzado
GUSTAVO AUGUSTO SEABRA BARBOSA,2016,Efeito da Técnica de Escaneamento e Fresagem sobre a Precisão de Coroas Cerâmicas obtidas por Tecnologia CAD/CAM
GUSTAVO AUGUSTO SEABRA BARBOSA,2015,DEPRESSÃO E DISTÚRBIOS DO SONO EM PACIENTES COM E SEM DISFUNÇÃO TEMPOROMANDIBULAR
GUSTAVO AUGUSTO SEABRA BARBOSA,2015,"Ansiedade, estresse e depressão em pacientes com e sem Disfunção Temporomandibular"
GUSTAVO AUGUSTO SEABRA BARBOSA,2014,"Análise da postura cervical e sua correlação com a Disfunção Temporomandibular: uma abordagem clínica, fotográfica e radiográfica"
GUSTAVO AUGUSTO SEABRA BARBOSA,2014,Análise de hábitos pessoais e comportamentais em pacientes com disfunção temporomandibular
GUSTAVO AUGUSTO SEABRA BARBOSA,2014,Relação entre Disfunção Temporomandibular e ansiedade em estudantes de Odontologia da UFRN
GUSTAVO AUGUSTO SEABRA BARBOSA,2013,Avaliação do ajuste e das tensões induzidas na interface pilar/implante de infra estruturas confeccionadas por diferentes métodos
GUSTAVO AUGUSTO SEABRA BARBOSA,2012,Avaliação dos aspectos psicossociais e da presença de sinais e sintomas de disfunção temporomandibular em idosos
GUSTAVO AUGUSTO SEABRA BARBOSA,2012,Avaliação da efetividade do dispositivo oclusal anterior de mordida em pacientes com DTM
GUSTAVO AUGUSTO SEABRA BARBOSA,2011,Avaliação do ajuste e das tensões induzidas na interface pilar/implante de infra estruturas confeccionadas por diferentes métodos
GUSTAVO AUGUSTO SEABRA BARBOSA,2010,EFETIVIDADE DA TERAPIA POR LASER DE BAIXA POTÊNCIA EM PACIENTES COM DIFERENTES TIPOS DE DISFUNÇÃO TEMPOROMANDIBULAR
GUSTAVO AUGUSTO SEABRA BARBOSA,2010,Avaliação da conduta de técnicos em prótese dentária sobre implantes
GUSTAVO AUGUSTO SEABRA BARBOSA,2010,Performance mastigatória e presença de Disfunção Temporomandibular em pacientes com arco dental curto
GUSTAVO AUGUSTO SEABRA BARBOSA,2010,AVALIAÇÃO DA EPIDEMIOLOGIA DAS DISFUNÇÕES TEMPOROMANDIBULARES NO MUNICÍPIO DE NATAL-RN
GUSTAVO AUGUSTO SEABRA BARBOSA,2010,AVALIAÇÃO DA EPIDEMIOLOGIA DAS DISFUNÇÕES TEMPOROMANDIBULARES EM ALUNOS DO CURSO DE ODONTOLOGIA DA UFRN
GUSTAVO AUGUSTO SEABRA BARBOSA,2010,Avaliação dos aspectos psicossociais e da presença de sinais e sintomas de disfunção temporomandibular em idosos
GUSTAVO AUGUSTO SEABRA BARBOSA,2009,EFETIVIDADE DA TERAPIA POR LASER DE BAIXA POTÊNCIA EM PACIENTES COM DIFERENTES TIPOS DE DISFUNÇÃO TEMPOROMANDIBULAR
GUSTAVO AUGUSTO SEABRA BARBOSA,2009,Avaliação da percepção dos alunos do curso de odontologia e leigos sobre a estética do sorriso
GUSTAVO AUGUSTO SEABRA BARBOSA,2009,Avaliação da conduta de técnicos em prótese dentária sobre implantes
GUSTAVO AUGUSTO SEABRA BARBOSA,2009,ADESÃO DE CÉLULAS MESENQUIMAIS DA MEDULA ÓSSEA DE CAMUNDONGOS A DIFERENTES SUPERFÍCIES DE ZIRCÔNIA: Estudo comparativo in vitro
GUSTAVO AUGUSTO SEABRA BARBOSA,2009,Performance mastigatória e presença de Disfunção Temporomandibular em pacientes com arco dental curto
GUSTAVO AUGUSTO SEABRA BARBOSA,2008,RELAÇÃO ENTRE QUALIDADE DE VIDA E NÍVEL DE ANSIEDADE EM PACIENTES COM DIFERENTES NÍVEIS DE DISFUNÇÃO TEMPOROMANDIBULAR
GUSTAVO AUGUSTO SEABRA BARBOSA,2008,"AVALIAÇÃO IN VIVO DA RELAÇÃO ENTRE FATORES OCLUSAIS, ALINHAMENTO DENTAL, ÍNDICE GENGIVAL, ÍNDICE DE PLACA E TIPO DE PERIODONTO COM A OCORRÊNCIA DE RECESSÃO GENGIVAL"
GUSTAVO AUGUSTO SEABRA BARBOSA,2008,EFETIVIDADE DA TERAPIA POR LASER DE BAIXA POTÊNCIA EM PACIENTES COM DIFERENTES TIPOS DE DISFUNÇÃO TEMPOROMANDIBULAR
HALLISSA SIMPLICIO GOMES PEREIRA,2025,AVALIAÇÃO DA RESISTÊNCIA AO CISALHAMENTO E GRAU DE CONVERSÃO DE DIFERENTES TIPOS DE RESINA ORTODÔNTICA NA COLAGEM DE BRÁQUETES ESTÉTICOS
HALLISSA SIMPLICIO GOMES PEREIRA,2023,Efeito do extrato da própolis verde em concentrações diferentes na movimentação ortodôntica em ratos.
HALLISSA SIMPLICIO GOMES PEREIRA,2023,Efeito do extrato da própolis verde em concentrações diferentes na movimentação ortodôntica em ratos.
HALLISSA SIMPLICIO GOMES PEREIRA,2018,INFLUÊNCIA DE DIFERENTES TIPOS DE ARCOS ORTODÔNTICOS E AMARRILHOS INDIVIDUAIS NA ESTÉTICA FACIAL
HALLISSA SIMPLICIO GOMES PEREIRA,2014,AVALIAÇÃO DA CONTAMINAÇÃO MICROBIANA DE APARELHOS ORTODÔNTICOS CONFECCIONADOS COM RESINA ACRÍLICA
HALLISSA SIMPLICIO GOMES PEREIRA,2013,INFLUÊNCIA DO APINHAMENTO DENTÁRIO E PRESENÇA DE DIASTEMAS NA ESTÉTICA FACIAL
HALLISSA SIMPLICIO GOMES PEREIRA,2013,DESENVOLVIMENTO DE SOFTWARE PARA CÁCULO DA DISCREPÂNCIA DE BOLTON
HALLISSA SIMPLICIO GOMES PEREIRA,2013,Precisão diagnóstica de medidas cefalométricas obtidas por mensuração manual e digital.
HALLISSA SIMPLICIO GOMES PEREIRA,2011,PERCEPÇÕES DA ATRATIVIDADE DENTAL E NECESSIDADE DE TRATAMENTO ORTODÔNTICO EM ALUNOS DA ESCOLA PÚBLICA E PRIVADA NA CIDADE DE NATAL/RN
HALLISSA SIMPLICIO GOMES PEREIRA,2011,PERCEPÇÃO ESTÉTICA E INFLUÊNCIA DO POSICIONAMENTO SAGITAL DA MANDÍBULA NO DIAGNÓSTICO FACIAL
HALLISSA SIMPLICIO GOMES PEREIRA,2011,AVALIAÇÃO IN VITRO DA RESISTÊNCIA AO CISALHAMENTO DE DIFERENTES RESINAS COMPOSTAS UTILIZADAS PARA COLAGEM DE BRAQUETES ORTODÔNTICOS
HALLISSA SIMPLICIO GOMES PEREIRA,2010,PREVALÊNCIA E FATORES ASSOCIADOS ÀS OCLUSOPATIAS EM PACIENTES PORTADORES DA SÍNDROME DE BERARDINELLI-SEIP
HEBEL CAVALCANTI GALVAO,2025,"EXPRESSÃO IMUNOHISTOQUÍMICA DAS PROTEÍNAS SYNDECAN-1, MMP-9 E NOGGIN EM CERATOCISTOS ODONTOGÊNICOS, CERATOCISTOS ODONTOGÊNICOS RECIDIVANTE E AMELOBLASTOMAS"
HEBEL CAVALCANTI GALVAO,2024,"IMUNOEXPRESSÃO DE MMP - 2, MMP  9 E IL-1 EM CISTOS RADICULARES E GRANULOMAS PERIAPICAIS"
HEBEL CAVALCANTI GALVAO,2022,ESTUDO CLÍNICO-PATOLÓGICO E IMUNOISTOQUÍMICO DO AMELOBLASTOMA RECORRENTE
HEBEL CAVALCANTI GALVAO,2020,"O PAPEL DAS PROTEÍNAS DAS VIA WNT E TGF- BETA NO DESENVOLVIMENTO DE LESÕES ODONTOGÊNICAS MESENQUIMAIS, MISTAS E EPITELIAIS."
HEBEL CAVALCANTI GALVAO,2018,AVALIAÇÃO HISTOMORFOMÉTRICA E IMUNO-HISTOQUÍMICA DE CÉLULAS DE LANGERHANS E CITOCINAS PRÓ-INFLAMATÓRIAS EM LESÕES PERIAPICAIS CRÔNICAS
HEBEL CAVALCANTI GALVAO,2017,"ANÁLISE IMUNOISTOQUÍMICA DO CD68, CD163 E TNF-ALFA EM LESÕES PERIAPICAIS CRÔNICAS"
HEBEL CAVALCANTI GALVAO,2016,Análise da prevalência de infecções bucais em pacientes portadores da síndrome do respirador bucal
HEBEL CAVALCANTI GALVAO,2015,ASSOCIAÇÃO DOS POLIMORFISMOS FUNCIONAIS EM GENES DE REPARO DO DNA COM O RISCO DE DESENVOLVIMENTO DO CARCINOMA EPIDERMÓIDE ORAL
HEBEL CAVALCANTI GALVAO,2014,"AVALIAÇÃO DA PRESENÇA DE MASTÓCITOS TRIPTASE-POSITIVOS E DA EXPRESSÃO DAS METALOPROTEINASES DE MATRIZ -2, -9 E -13 EM LESÕES PERIAPICAIS CRÔNICAS"
HEBEL CAVALCANTI GALVAO,2011,"AVALIAÇÃO IMUNOHISTOQUÍMICA DA IL-17, TGF-β E FOXP3 EM GRANULOMAS PERIAPICAIS E CISTOS RADICULARES"
HEBEL CAVALCANTI GALVAO,2011,NÍVEL DE CONHECIMENTO DOS USUÁRIOS DAS CLÍNICAS DO DEPARTAMENTO DE ODONTOLOGIA DA UFRN SOBRE A DENGUE E SUAS MANIFESTAÇÕES ORAIS
HEBEL CAVALCANTI GALVAO,2010,LESÕES INFECCIOSAS DA CAVIDADE ORAL: ANÁLISE EPIDEMIOLÓGICA DE CASOS DIAGNOSTICADOS NO SERVIÇO DE ANATOMIA PATOLÓGICA DA DISCIPLINA DE PATOLOGIA ORAL DA UFRN
HEBEL CAVALCANTI GALVAO,2010,AVALIAÇÃO CLÍNICA E RADIOGRÁFICA BUCAL COMO ESTRATÉGIA PREVENTIVA DE INFECÇÕES EM PACIENTES NEFROPATAS EM FASE PRÉ-TRANSPLANTE
HEBEL CAVALCANTI GALVAO,2009,LESÕES INFECCIOSAS DA CAVIDADE ORAL: ANÁLISE EPIDEMIOLÓGICA DE CASOS DIAGNOSTICADOS NO SERVIÇO DE ANATOMIA PATOLÓGICA DA DISCIPLINA DE PATOLOGIA ORAL DA UFRN
HEBEL CAVALCANTI GALVAO,2009,EXPRESSÃO IMUNO-HISTOQUÍMICA DAS PROTEINAS APOPTÓTICAS E REGULADORAS DA PROLIFERAÇÃO CELULAR E DA MOLÉCULA DE ADESÃO CD44v6 EM QUEILITE ACTINICA
HEBEL CAVALCANTI GALVAO,2009,AVALIAÇÃO DO NÍVEL DE CONHECIMENTO DE ACADÊMICOS DE ODONTOLOGIA SOBRE BIOSSEGURANÇA
HEBEL CAVALCANTI GALVAO,2008,Importância da quantificação das células CD4/CD8 e carga viral como marcadores preditivos de lesões orais em pacientes HIV positivos
IRIS DO CEU CLARA COSTA,2018,EFEITO ANTI-INFLAMATÓRIO DE UMA MICROEMULSÃO DA CURCUMINA EM MODELO EXPERIMENTAL DE DOENÇA PERIODONTAL
IRIS DO CEU CLARA COSTA,2018,DIAGNÓSTICO DE TRANSTORNOS ALIMENTARES A PARTIR DAS MANIFESTAÇÕES ORAIS EM ADOLESCENTES
IRIS DO CEU CLARA COSTA,2016,ESTUDO DOS EFEITOS DA CÚRCUMA NO CONTROLE DAS PRINCIPAIS DOENÇAS BUCAIS BIOFILME DEPENDENTES
IRIS DO CEU CLARA COSTA,2016,AS MANIFESTAÇÕES ORAIS EM PACIENTES COM TRANSTORNOS ALIMENTARES
IRIS DO CEU CLARA COSTA,2014,A satisfação do usuário como indicador de avaliação do NASF em Macaíba-RN
IRIS DO CEU CLARA COSTA,2014,Relação entre envelhecimento ativo e auto percepção da condição bucal de idosos participantes de grupos de convivência
IRIS DO CEU CLARA COSTA,2013,Percepção de saúde bucal de idosos: analisando o olhar do cuidador
IRIS DO CEU CLARA COSTA,2013,Perfil do cuidador de idosos: um diferencial na qualidade da assistência
IRIS DO CEU CLARA COSTA,2013,Avaliação da satisfação do usuário com as ações do Núcleo de Apoio a Saúde da Família (NASF) em Macaíba-RN
IRIS DO CEU CLARA COSTA,2012,Perfil do cuidador de idosos: um diferencial na qualidade da assistência
IRIS DO CEU CLARA COSTA,2012,Avaliação da satisfação do usuário com as ações do Núcleo de Apoio a Saúde da Família (NASF) em Macaíba-RN
IRIS DO CEU CLARA COSTA,2012,FATORES ASSOCIADOS ENTRE AUTOPERCEPÇÃO E CONDIÇÃO BUCAL COM A SOCIALIZAÇÃO DE IDOSOS
IRIS DO CEU CLARA COSTA,2011,A INFLUÊNCIA DA ERGONOMIA NA PREVENÇÃO DE DOENÇAS OCUPACIONAIS: CONHECENDO O UNIVERSO DA ACADEMIA
IRIS DO CEU CLARA COSTA,2011,PREVALÊNCIA DE ACIDENTES OCUPACIONAIS EM CIRURGIÕES-DENTISTAS DA REDE SUS
IRIS DO CEU CLARA COSTA,2011,Percepção de saúde bucal de idosos: analisando o olhar do cuidador
IRIS DO CEU CLARA COSTA,2010,A INFLUÊNCIA DA ERGONOMIA NA PREVENÇÃO DE DOENÇAS OCUPACIONAIS: CONHECENDO O UNIVERSO DA ACADEMIA
IRIS DO CEU CLARA COSTA,2010,PREVALÊNCIA DE ACIDENTES OCUPACIONAIS EM CIRURGIÕES-DENTISTAS DA REDE SUS
IRIS DO CEU CLARA COSTA,2009,A INFLUÊNCIA DA ERGONOMIA NA PREVENÇÃO DE DOENÇAS OCUPACIONAIS: CONHECENDO O UNIVERSO DA ACADEMIA
IRIS DO CEU CLARA COSTA,2009,PREVALÊNCIA DE ACIDENTES OCUPACIONAIS EM CIRURGIÕES-DENTISTAS DA REDE SUS
IRIS DO CEU CLARA COSTA,2008,Análise da assistência odontológica especializada no serviço público de saúde
ISABELITA DUARTE AZEVEDO,2024,PREVALÊNCIA DE ANQUILOGLOSSIA EM NEONATOS NASCIDOS NA MATERNINDADE ESCOLA JANUÁRIO CICCO
ISABELITA DUARTE AZEVEDO,2024,ANÁLISE DA RESPONSABILIDADE DE ODONTOPEDIATRAS NA IDENTIFICAÇÃO E REPORTE DE CASOS DE MAUS-TRATOS INFANTIS
ISABELITA DUARTE AZEVEDO,2024,TRAUMATISMO DENTÁRIO E SEU IMPACTO NA QUALIDADE DE VIDA DAS CRIANÇAS: UMA REVISÃO INTEGRATIVA
ISABELITA DUARTE AZEVEDO,2024,HALL TECHNIQUE NO TRATAMENTO DE PACIENTES COM HIPOMINERALIZAÇÃO MOLAR DECÍDUO: UMA REVISÃO INTEGRATIVA
ISABELITA DUARTE AZEVEDO,2023,A IMPORTÂNCIA DO CONHECIMENTO DO CIRURGIÃO-DENTISTA PARA A PROTEÇÃO CONTRA MAUS TRATOS À CRIANÇA
ISABELITA DUARTE AZEVEDO,2020,USO DE JOGOS VIRTUAIS COMO UMA FERRAMENTA NA INSTRUÇÃO DE HIGIENE ORAL PARA CRIANÇAS ATENDIDAS NA CLÍNICA INFANTIL DO DOD/UFRN
ISABELITA DUARTE AZEVEDO,2017,CONDIÇÃO BUCAL DE CRIANÇAS COM MICROCEFALIA ASSOCIADA À INFECÇÃO PELO VÍRUS ZIKA NO RIO GRANDE DO NORTE
ISABELITA DUARTE AZEVEDO,2014,SEDAÇÃO NA ODONTOLOGIA: ABORDAGEM DO CONHECIMENTO PELA UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE
ISABELITA DUARTE AZEVEDO,2014,Análise do aspecto emocional do paciente infantil na clínica odontológica
ISABELITA DUARTE AZEVEDO,2014,Traumatismo Dentário: Nível de informação dos pais ou responsáveis.
ISABELITA DUARTE AZEVEDO,2014,USO DE MEDICAMENTOS EM CRIANÇAS: CONHECIMENTO DOS CIRURGIÕES-DENTISTAS DO MUNICÍPIO DE NATAL-RN.
ISABELITA DUARTE AZEVEDO,2013,PERCEPÇÕES E ATITUDES DE RESPONSÁVEIS POR CRIANÇAS FRENTE AO USO DE MEDICAMENTOS INFANTIS E SUA RELAÇÃO COM A SAÚDE BUCAL
ISABELITA DUARTE AZEVEDO,2013,SEDAÇÃO NA ODONTOLOGIA: ABORDAGEM DO CONHECIMENTO PELA UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE
ISABELITA DUARTE AZEVEDO,2012,A PERCEPÇÃO DA CRIANÇA E DOS PAIS/RESPONSÁVEIS SOBRE O ATENDIMENTO ODONTOLÓGICO
ISABELITA DUARTE AZEVEDO,2012,NÍVEL DE INFORMAÇÃO DOS PROFISSIONAIS DE EDUCAÇÃO NAS CRECHES DE NATAL FRENTE AOS PRIMEIROS SOCORROS EM TRAUMATISMO DENTÁRIO
ISABELITA DUARTE AZEVEDO,2010,A PERCEPÇÃO DA CRIANÇA E DOS PAIS/RESPONSÁVEIS SOBRE O ATENDIMENTO ODONTOLÓGICO
ISANA ALVARES FERREIRA,2025,EFETIVIDADE DAS TÉCNICAS DE CLAREAMENTO DENTÁRIO EM DENTES DESVITALIZADOS: UMA REVSÃO DE ESCOPO
ISANA ALVARES FERREIRA,2025,EFEITO DE GÉIS CLAREADORES CASEIROS NA RUGOSIDADE SUPERFICIAL DE UMA RESINA COMPOSTA NANOPARTICULADA
ISANA ALVARES FERREIRA,2024,EFICÁCIA E SEGURANÇA DO CLAREAMENTO DENTÁRIO EM ADOLESCENTES: UMA REVISÃO DE ESCOPO
ISANA ALVARES FERREIRA,2021,EFEITO DA PROANTOCIANIDINA NA REMINERALIZAÇÃO DA DENTINA AFETADA POR CÁRIE: UMA REVISÃO INTEGRATIVA
ISANA ALVARES FERREIRA,2020,ESTUDO RETROSPECTIVO OBSERVACIONAL DO DESEMPENHO CLÍNICO DO CLAREAMENTO DENTAL INTERNO E SEU IMPACTO NA SATISFAÇÃO E QUALIDADE DE VIDA DO PACIENTE
ISANA ALVARES FERREIRA,2020,EFEITO DE OBLITERADORES DENTINÁRIOS NA DIFUSÃO DE ÍONS PERÓXIDOS PARA A SUPERFÍCIE RADICULAR EXTERNA APÓS CLAREAMENTO DENTAL INTERNO
ISANA ALVARES FERREIRA,2018,Efeito de um adesivo universal na resistência adesiva imediata de restaurações de compósitos pós clareamento dental
ISANA ALVARES FERREIRA,2017,Avaliação de sistemas adesivos universais na resistência adesiva e nanoinfiltração de restaurações de resina composta à dentina.
ISANA ALVARES FERREIRA,2016,Síntese e caracterização de corante dentário alternativo
ISANA ALVARES FERREIRA,2015,AVALIAÇÃO DA RESISTÊNCIA COESIVA DE COMPÓSITO CONTAMINADO POR LUVAS DE PROCEDIMENTOS SUBMETIDO A DIFERENTES TIPOS DE TRATAMENTOS SUPERFICIAIS
ISANA ALVARES FERREIRA,2015,Avaliação da liberação de monômeros residuais de cimentos de hidróxido de cálcio e ionômero de vidro modificados por resina.
ISANA ALVARES FERREIRA,2013,Avaliação da microinfiltração marginal de restaurações a base de Silorano com diferentes sistemas adesivos.
ISANA ALVARES FERREIRA,2013,AVALIAÇÃO DA RESISTÊNCIA ADESIVA DE RESINA COMPOSTA CONTAMINADA POR SANGUE
ISANA ALVARES FERREIRA,2013,AVALIAÇÃO DA RESISTÊNCIA ADESIVA DA RESINA COMPOSTA CONTAMINADA POR OXIBLOCK
ISANA ALVARES FERREIRA,2012,AVALIAÇÃO DA RESISTÊNCIA ADESIVA DE RESINA COMPOSTA CONTAMINADA POR SALIVA
ISANA ALVARES FERREIRA,2010,Avaliação clinica de restaurações Classe I de resina composta realizadas na Clinica Integrada da UFRN - Estudo retrospectivo
ISAUREMI VIEIRA DE ASSUNCAO,2024,INFILTRAÇÃO RESINOSA COMO TRATAMENTO DE MÍNIMA INTERVENÇÃO E SUA CONTRIBUIÇÃO NA MANUTENÇÃO DA ESTRUTURA DENTÁRIA SADIA
ISAUREMI VIEIRA DE ASSUNCAO,2023,EFEITO DO pH DO GEL CLAREADOR DE CONSULTÓRIO NA SENSIBILIDADE DENTÁRIA
ISAUREMI VIEIRA DE ASSUNCAO,2021,EFICÁCIA DE EXTRATOS DE PLANTAS NO CONTROLE DA DESMINERALIZAÇÃO DE TECIDOS DENTÁRIOS INDUZIDA PELO CLAREAMENTO DENTAL
ISAUREMI VIEIRA DE ASSUNCAO,2019,"EFETIVIDADE, SENSIBILIDADE E AÇÃO NA SUPERFÍCIE DO ESMALTE DO CARVÃO ATIVADO COMO AGENTE CLAREADOR: ESTUDO CLÍNICO E IN SITU"
ISAUREMI VIEIRA DE ASSUNCAO,2017,AVALIAÇÃO DA INTEGRIDADE GENGIVAL E PULPAR APÓS O USO DO AGENTE CLAREADOR COM E SEM BARREIRA GENGIVAL
ISAUREMI VIEIRA DE ASSUNCAO,2015,AVALIAÇÃO DA CITOTOXIDADE DE SISTEMAS ADESIVOS EM CULTURA DE CÉLULAS
ISAUREMI VIEIRA DE ASSUNCAO,2013,"Compósitos aquecidos utilizados como selamentes oclusais: avaliação in vitro da penetrabilidade, adaptação superficial e interna após aplicação seletiva de sistema adesivo e testes de envelhecimento"
ISAUREMI VIEIRA DE ASSUNCAO,2013,ANÁLISE COMPARATIVA DO EFEITO DE DIFERENTES SISTEMAS DE ACABAMENTO E POLIMENTO EM RESINAS COMPOSTAS EM RELAÇÃO À RUGOSIDADE.
ISAUREMI VIEIRA DE ASSUNCAO,2012,"Compósitos aquecidos utilizados como selamentes oclusais: avaliação in vitro da penetrabilidade, adaptação superficial e interna após aplicação seletiva de sistema adesivo e testes de envelhecimento"
ISAUREMI VIEIRA DE ASSUNCAO,2010,Selamento oclusal em cárie de dentina: Avaliação através de Microscopia Eletrônica de Varredura
ISAUREMI VIEIRA DE ASSUNCAO,2010,"Compósitos aquecidos utilizados como selamentes oclusais: avaliação in vitro da penetrabilidade, adaptação superficial e interna após aplicação seletiva de sistema adesivo e testes de envelhecimento"
ISAUREMI VIEIRA DE ASSUNCAO,2009,Selamento oclusal em cárie de dentina: Avaliação através de Microscopia Eletrônica de Varredura
ISAUREMI VIEIRA DE ASSUNCAO,2009,Eficácia do selamento de superfícies proximais como medida de prevenção primária de cárie em dentes permanentes hígidos
ITALO DE MACEDO BERNARDINO,2025,CONDIÇÕES DE SAÚDE BUCAL E GERAL AUTORREFERIDAS E FATORES ASSOCIADOS
ITALO DE MACEDO BERNARDINO,2024,"PERCEPÇÕES DE ACADÊMICOS DE ODONTOLOGIA SOBRE ETIOLOGIA, DIAGNÓSTICO E TRATAMENTO DA DOENÇA PERI-IMPLANTAR"
ITALO DE MACEDO BERNARDINO,2023,CONHECIMENTO DE ACADÊMICOS DE ODONTOLOGIA SOBRE A RELAÇÃO ENTRE DOENÇA PERIODONTAL E A INSUFICIÊNCIA RENAL CRÔNICA
JOSE IVO QUEIROZ DO AMARAL,2010,Análise da efetividade dos processos de esterilização utilizados em Odontologia e do nível de conhecimento dos técnicos no serviço público de saúde da cidade de Natal-RN.
JOSE SANDRO PEREIRA DA SILVA,2025,Acurácia da Inteligência artificial na construção de projetos de pesquisa VS pesquisadores humanos na área da Cirurgia e Traumatologia Bucomaxilofacial.
JOSE SANDRO PEREIRA DA SILVA,2025,Analgesia preemptiva no cirurgia de terceiros molares inferiores: uma revisão sistemática com meta-análise em rede.
JOSE SANDRO PEREIRA DA SILVA,2024,Análise comparativa de sistemas de implantes Cone Morse de cargas imediata em região estética: estudo piloto randomizado controlado com avaliação clínica em curto prazo
JOSE SANDRO PEREIRA DA SILVA,2024,EFICÁCIA DO LASER DE BAIXA INTENSIDADE NO CONTROLE DA DOR E PARESTESIA EM CIRURGIA ORTOGNÁTICA
JOSE SANDRO PEREIRA DA SILVA,2023,Avaliação de qualidade de vida em pacientes orto-cirúrgicos
JOSE SANDRO PEREIRA DA SILVA,2023,Avaliação de qualidade de vida em pacientes orto-cirúrgicos
JOSE SANDRO PEREIRA DA SILVA,2023,EFEITO DA LASERTERAPIA COMBINADA COM L-PRF NA CICATRIZAÇÃO ALVEOLAR E ANALGESIA PÓS-OPERATÓRIA EM PACIENTES SUBMETIDOS A EXODONTIAS DE TERCEIROS MOLARES: UM ESTUDO CLÍNICO.
JOSE SANDRO PEREIRA DA SILVA,2022,MÉTODOS DE OBTENÇÃO DE OCLUSÃO FINAL EM SIMULAÇÃO CIRÚRGICA COMPUTADORIZADA
JOSE SANDRO PEREIRA DA SILVA,2018,Avaliação das alterações no perfil facial após cirurgia ortognática
JOSE SANDRO PEREIRA DA SILVA,2016,AVALIAÇÃO DA MORFOLOGIA NASAL APÓS CIRURGIA ORTOGNÁTICA EM PACIENTES CLASSE III
JOSE SANDRO PEREIRA DA SILVA,2016,AVALIAÇÃO DO PROTOCOLO CONVENCIONAL E SURGERY FIRST EM CIRURGIA ORTOGNÁTICA: ESTUDO CLÍNICO PROSPECTIVO
JOSE SANDRO PEREIRA DA SILVA,2015,AVALIAÇÃO DA ESTABILIDADE OCLUSAL EM PACIENTES SUBMETIDOS À CIRURGIA ORTOGNÁTICA
JOSE SANDRO PEREIRA DA SILVA,2015,AVALIAÇÃO DA ESTABILIDADE OCLUSAL EM PACIENTES SUBMETIDOS À CIRURGIA ORTOGNÁTICA
JOSE SANDRO PEREIRA DA SILVA,2015,AVALIAÇÃO CEFALOMÉTRICA DA ESTABILIDADE DOS MOVIMENTOS CIRÚRGICOS EM OSTEOTOMIAS MAXILO-MANDIBULARES.
JOSE SANDRO PEREIRA DA SILVA,2014,Influência de diferentes arcabouços utilizados em reparo ósseo na diferenciação de células tronco dentária.
JOSE SANDRO PEREIRA DA SILVA,2013,iAvalição da náusea e vômito no pós-operatório (NVPO) em Cirurgia Buco-Maxilo-Facial
JOSE SANDRO PEREIRA DA SILVA,2013,Avaliação da alteração de sensibilidade associada ao nervo alveolar inferior após osteotomia sagital do ramo mandibular
JOSE SANDRO PEREIRA DA SILVA,2013,AVALIAÇÃO DA ALTERAÇÃO SENSITIVA ASSOCIADA AO NERVO ALVEOLAR INFERIOR APÓS EXTRAÇÃO DE TERCEIRO MOLAR
JOSE SANDRO PEREIRA DA SILVA,2013,MEDIDAS DE HEMOSTASIA LOCAL PÓS-EXODONTIAS DE PACIENTES QUE FAZEM USO DE ANTICOAGULANTES ORAIS
