pmid,doi,titulo,revista,ano,autores,abstract
20188347,10.1016/j.archoralbio.2010.02.001,Alterations in the immunoexpression of claudin-1 between different grades of oral epithelial dysplasias.,Archives of oral biology,2010,Carvalho Mde V; Pereira Jdos S; Costa Ade L; de Souza LB; Freitas Rde A; Miguel MC,"Claudins are transmembrane proteins that play a role in cell proliferation and adhesion and tumourigenesis. This study evaluated the immunoexpression of claudin-1 in the oral epithelial dysplasia (OED) (19 mild, 26 moderate, 3 severe). Diffuse staining predominated in mild (89.4%) and moderate (80.8%) OEDs. Immunoexpression in the middle and upper third was observed in all mild cases, whereas in moderate/severe dysplasias staining was observed in the upper third in 41.4% of cases, in the upper and middle third in 41.4%, and in the upper, middle and lower third in 17.2% (P<0.05). All mild OEDs and 73.1% of moderate cases presented only membrane staining, whereas membrane/cytoplasmic staining was observed in severe cases. Staining intensity was weak in 60% of parakeratinized OEDs and moderate/strong in orthokeratinized OEDs (60.8%) (P>0.05). The differences in the immunoexpression of claudin-1 between different grades of OEDs suggest the involvement of this protein in the progression of dysplasias."
38934774,10.3290/j.qi.b5517931,"Effect of whitening dentifrices on dental enamel: an analysis of color, microhardness, and surface roughness in vitro.","Quintessence international (Berlin, Germany : 1985)",2024,Barth de Andrade Luz S; Melo da Cunha Oliveira RI; Alvares Leite Guanabara L; Barros Viana B; Tibau Aguiar Dias R; Dantas Batista AU; Regalado Galvão Rabelo Caldas M; Ferreira Gadelha de Araújo D,"OBJECTIVES: This study aimed to evaluate the influence of different whitening toothpastes on color change and alteration in enamel surface roughness and microhardness compared to a conventional toothpaste. METHOD AND MATERIALS: Fifty bovine incisors were selected, cleaned, and stored before being divided into five groups: a conventional toothpaste group and three whitening toothpaste groups containing different abrasive agents: silica, hydrogen peroxide, and activated charcoal. Specimens underwent simulated brushing, staining with black tea solution, and subsequent analyses of color, surface roughness, and microhardness. Statistical analysis was performed using three-way ANOVA and Tukey post-hoc tests (P .05). RESULTS: The results showed that the color analysis revealed similar whitening potential among all toothpastes. They showed significant differences in surface roughness (P .001) and microhardness (P .001) after simulated brushing. While all toothpastes caused a decrease in microhardness, the charcoal-based toothpaste showed a significant increase in surface roughness compared to the initial condition. CONCLUSION: All toothpastes demonstrated whitening capability. Surface roughness changed after brushing with activated charcoal-based whitening toothpaste, but final roughness was similar across all groups. Whitening toothpastes led to a decrease in enamel microhardness, with similar final performance across all toothpastes analyzed."
14762506,10.1590/s1517-74912003000300012,Evaluation of the bending strength of rigid internal fixation with absorbable and metallic screws in mandibular ramus sagittal split osteotomy: in vitro study.,Pesquisa odontologica brasileira = Brazilian oral research,2003,Gomes PP; Guimarães Filho R; Mazzonetto R,"The aim of this study was to evaluate, in vitro, the bending strength of internal fixation with absorbable and metallic screws in mandibular ramus sagittal split osteotomy in sheep hemimandibles. The screws were inserted as lag screws, with an inverted ""L"" configuration, and the set was submitted to bending strength tests. The load and displacement of the peak and final load averages were, respectively, 18.45 kgf, 8.19 mm and 14.38 kgf for Group I, and 16.67 kgf, 6.73 mm and 13.98 kgf for Group II. The results were submitted to statistical analysis by Student s t test and by the Pearson correlation analysis. The groups showed no statistically significant differences, indicating the feasibility of both for osteosynthesis in mandibular ramus sagittal split osteotomies."
32479903,10.1016/j.pdpdt.2020.101843,Efficacy of antimicrobial photodynamic therapy with chloro-aluminum phthalocyanine on periodontal clinical parameters and salivary GSH and MDA levels in patients with periodontitis.,Photodiagnosis and photodynamic therapy,2020,de Araújo Silva DN; Silva NTD; Sena IAA; Azevedo MLDS; Júnior FLDS; Silva RCMD; Vasconcelos RC; de Moraes M; Longo JPF; de Araújo AA; de Aquino Martins ARL,"The purpose of this study was to evaluate the efficacy of antimicrobial photodynamic therapy (aPDT) with chloro-aluminum phthalocyanine (AlClPc) on several periodontal parameters includingsalivary glutathione (GSH) and MDA (malondialdehyde) levels in periodontal sites presenting with periodontitis. Randomized clinical trial, comprising 40 test group (TG) sites and 23 control group (CG) sites. The TG was treated with scaling and root planning (SRP) and aPDT, and CG, only with SRP. Visible plaque index [VPI], gingival bleeding index [GBI], bleeding on probing [BOP], probing depth [PD] and clinical attachment level [CAL] were calculated and saliva samples were taken at baseline (T0), three (T3) and six months (T6). Data was analyzed by the Wilcoxon and Mann-Whitney tests. An intragroup analysis indicated significant differences at T3 and T6 for GBI, CAL and GSH only in the CG (p < 0.05). For BOP, a significant decrease was observed only in the TG between T0 and T6 (p = 0.008). No significant differences were observed for VPI, BOP and MDA. In the intergroup analysis, significant differences were observed for GBI at T6 (p = 0.041), and for GSH at T3 (p = 0.031), being higher in the TG. Although aPDT with AlClPc did not present statistically proven benefits, but the employed periodontal treatment resulted in decreased BOP, PD, CAL and MDA after 3 and 6 months of treatment. In addition, the lower need for glutathione production may initially suggest an additional benefit of AlClPc aPDT in the early reestablishment of the balance between oxidative and non-oxidative agents related to oxidative stress."
33610538,10.1016/j.oooo.2020.11.005,Oral and oropharyngeal diffuse large B-cell lymphoma and high-grade B-cell lymphoma: A clinicopathologic and prognostic study of 69 cases.,"Oral surgery, oral medicine, oral pathology and oral radiology",2021,Rodrigues-Fernandes CI; Junior AG; Soares CD; Morais TML; do Amaral-Silva GK; de Carvalho MGF; de Souza LL; Pires FR; Dos Santos TCRB; Pereira DL; Rivero LF; Bezerra KT; de Andrade BAB; Romañach MJ; Agostini M; Henao JR; Gabriel AF; Dos Santos Pinto Júnior D; Martins MD; Pereira MJC; Mesquita RA; Gomez RS; Souto GR; Santos-Silva AR; Vargas PA; Lopes MA; de Almeida OP; Pontes FSC; Pontes HAR; Burbano RMR; Fonseca FP,"OBJECTIVE: The objective of this study was to describe the clinicopathological, molecular, and prognostic features of oral/oropharyngeal diffuse large B-cell lymphoma (DLBCL) and high-grade B-cell lymphoma. STUDY DESIGN: All cases were retrieved from 7 Brazilian institutions. Immunohistochemical reactions were performed to confirm the diagnoses and to categorize the tumors. In situ hybridization was used to detect Epstein-Barr virus (EBV) and fluorescence in situ hybridization was used to identify gene rearrangements. RESULTS: Most cases involved the oral cavity (76.8%). Males and females, with a mean age of 60 years, were evenly affected. Tumors mostly presented as painful swellings. Forty cases represented germinal center B-cell type (58%). Five cases presented double-hit translocation and 3 harbored rearrangement for MYC/BCL2/BCL6. EBV was detected in 3 cases (4.3%). The 5-year overall survival was 44.4%. Female sex, presence of pain and ulcer, microscopic ""starry sky pattern"" and necrosis, co-expression of c-Myc/Bcl2, and translocation of MYC were associated with a lower survival in univariate analysis (P = .05, P = .01, P = .01, P = .03, P = .05, P = .006, P = .05, respectively). CONCLUSION: Patients affected by oral/oropharyngeal DLBCL have a low survival rate. High-grade B-cell lymphoma (17.7%) and EBV-positive DLBCL, not otherwise specified (4.3%) account for a small number of cases."
20971024,10.1016/j.anndiagpath.2010.08.006,Central odontogenic fibroma.,Annals of diagnostic pathology,2011,de Matos FR; de Moraes M; Neto AC; Miguel MC; da Silveira EJ,"Odontogenic fibroma (OF) is a benign odontogenic tumor characterized by various amounts of odontogenic epithelium in a mature fibrous stroma. Two variants can be distinguished: an intraosseous or central OF (COF) and an extraosseous or peripheral. The intraosseous variant is an extremely rare tumor that presents clinical, radiographic, and histopathologic variable findings. A thorough review of the English literature revealed 78 cases of COF so far. Thus, we report an additional case of COF occurring in the maxilla of a 36-year-old woman. In addition, we performed a brief description and discussion of the cases reported in the maxilla and mandible."
27597537,10.1016/j.archoralbio.2016.08.032,"Study of the participation of MMP-7, EMMPRIN and cyclophilin A in the pathogenesis of periodontal disease.",Archives of oral biology,2016,de Oliveira Nóbrega FJ; de Oliveira DHIP; Vasconcelos RG; Nonaka CFW; Queiroz LMG,"BACKGROUND AND OBJECTIVE: Periodontal disease is an infectious disease resulting from the immunoinflammatory response of the host to microorganisms present in the dental biofilm which causes tissue destruction. The objective of this study was to evaluate the immunohistochemical expression of matrix metalloproteinase 7 (MMP-7), extracellular matrix metalloproteinase inducer (EMMPRIN) and cyclophilin A (CypA) in periodontal disease. DESIGN: Gingival tissue samples were divided as follows: clinically healthy gingiva (n=32), biofilm-induced gingivitis (n=28), and chronic periodontitis (n=30). Histological sections of 3μm were submitted to immunoperoxidase method and undergone quantitative analysis. The results were analyzed statistically by the Mann-Whitney and Spearman correlation tests, with the level of significance set at 0.05 (α=0.05). RESULTS: Immunopositivity for MMP-7, EMMPRIN and CypA differed significantly between the three groups, with higher percentages of staining in chronic periodontitis specimens, followed by chronic gingivitis and healthy gingiva specimens (p<0.05). Immunoexpression of CypA and MMP-7 was higher in the intense inflammatory infiltrate observed mainly in cases of periodontitis (p<0.05). CypA expression was positively correlated with MMP-7 (r=0.831; p<0.001) and EMMPRIN (r=0.289; p=0.006). In addition, there was a significant positive correlation between probing depth and expression of MMP-7 (r=0.726; p<0.001), EMMPRIN (r=0.345; p=0.001), and CypA (r=0.803; p<0.001). CONCLUSION: These results suggest that MMP-7, EMMPRIN and CypA are associated with the pathogenesis and progression of periodontal disease."
29248700,10.1016/j.archoralbio.2017.12.008,Matrix metalloproteinase-8 analysis in patients with periodontal disease with prediabetes or type 2 diabetes mellitus: A systematic review.,Archives of oral biology,2018,de Morais EF; Dantas AN; Pinheiro JC; Leite RB; Galvao Barboza CA; de Vasconcelos Gurgel BC; de Almeida Freitas R,"OBJECTIVES: The objective of this systematic review was to evaluate information on the levels of MMP-8 in patients diagnosed with prediabetes or type 2 diabetes mellitus with periodontal disease, analyzing its validity as a possible biomarker for the diagnosis and progression of periodontal disease (PD). METHODS: A systematic search of the following databases was performed: PubMed/Medline, CENTRAL (The Cochrane Library), EMBASE and Web of Science. Studies involving the evaluation of MMP-8 in patients with prediabetes or patients presenting type 2 diabetes mellitus concomitantly with PD were selected. The evaluation of the methodological quality of the selected studies was based on the methodological bias risk analysis (QUADAS-2). RESULTS: Eight of the initially identified 2683 articles were selected. In all the selected studies, evaluator calibration and the use of clear methods for patient diagnosis with periodontal disease were present. Studies have demonstrated significantly higher MMP-8 concentrations in PD patients compared to controls, as well as in patients presenting more advanced stages of PD. However, controversies regarding MMP-8 levels in prediabetes/diabetes type 2 patients with PD. CONCLUSIONS: Higher MMP-8 levels in patients with PD compared to controls imply the potential use of MMP-8 in the diagnosis of PD. The influence of patient glycemic state, as well as medications these patients make use of, are factors that possibly contribute to the modulation of MMP-8 concentrations in patients with diabetes and should be analyzed, aiming at a better understanding of the relationship between glycemic state and MMP-8 levels in patients with PD."
39279158,10.1111/ipd.13269,Children and adolescents assisted in a referral oral medicine diagnostic service: 20 years of experience in Brazil.,International journal of paediatric dentistry,2025,Barros CCDS; Júnior CLPSDS; Moreira DGL; de Oliveira AEG; da Silveira ÉJD; Freitas RA; de Oliveira PT,"BACKGROUND: Several lesions can affect the oral and maxillofacial region, with trends influenced by lifestyle and age. AIM: To investigate the occurrence of oral and maxillofacial lesions in paediatric patients assisted in an oral medicine diagnostic service in Brazil over 20 years. DESIGN: A retrospective cross-sectional study was performed in an oral medicine diagnostic service (1999-2019). Data included sex, age, anatomic site, and diagnosis from clinical records of children (0-9 years) and adolescents (10-19 years). Lesions were diagnosed through clinical examination. Biopsy and histopathologic examination were performed when necessary. RESULTS: Among 10 530 records, 702 (6.67%) were from patients aged 0-19 years diagnosed with oral or maxillofacial lesions. A high frequency of females was observed (58.1%). Reactive/inflammatory lesions were the most common group of lesions (45.2%), followed by abnormalities of teeth/developmental defects (17.8%) and pulpal and periapical diseases (8.5%). Mucocele/ranula was the most common lesion in children (29.3%) and adolescents (25.3%). Lips were the most affected anatomic sites. CONCLUSION: Most lesions were benign, and mucocele/ranula was the most frequent. Our results did not differ from those of histopathological-based studies, but they provided information on the occurrence of oral and maxillofacial lesions to dentists and paediatricians."
16884645,N/A,Fractures of the supraorbital rim: principles and management.,Journal (Canadian Dental Association),2006,McGuire TP; Gomes PP; Clokie CM; Sándor GK,"Dentists may be asked to provide consultations for patients who have sustained trauma to their facial structures. Supraorbital rim fractures, although uncommon, must be recognized and promptly referred to an oral and maxillofacial surgeon or other specialist skilled in the management of facial bone fractures. Supraorbital rim fractures commonly coexist with other craniomaxillofacial injuries, especially with fractures of the anterior table of the frontal sinus. In this article, we review the frequency, management and complications associated with the treatment of supraorbital rim fractures in adults. A series of 5 cases was reviewed; 4 of the 5 patients were male, with a mean age of 21.6 years (range 17-28 years). All injuries involved the supraorbital rim and the anterior table of the frontal sinus and occurred concurrently with other facial injuries. Treatment ranged from conservative observation to open reduction and internal fixation of the fractures. No associated perioperative or postoperative complications occurred. The follow-up ranged from 6 months to 26 years, with satisfactory subjective esthetic outcomes in all cases."
26838200,10.7314/apjcp.2016.17.1.147,Immunohistochemical Evaluation of Glucose Transporter Type 1 in Epithelial Dysplasia and Oral Squamous Cell Carcinoma.,Asian Pacific journal of cancer prevention : APJCP,2016,Pereira KM; Feitosa SG; Lima AT; Luna EC; Cavalcante RB; de Lima KC; Chaves FN; Costa FW,"Oral squamous cell carcinoma (OSCC) is the most common malignancy of the oral cavity and some of these have been documented in association or preceded by oral epithelial dysplasia (OED). Aggressive cancers with fast growth have demonstrated overexpression of some glucose transporters (GLUTs). Thus, the aim of this study was to analyze the immunohistochemical expression of the glucose transporter, GLUT-1, in OEDs and OSCCs, seeking to better elucidate the biological behavior of neoplasias. Fifteen cases were selected this research of both lesions. Five areas were analyzed from each case by counting the percentage of positive cells at 400x magnification. Immunoreactivity of GLUT-1 was observed in 100% of the samples ranging from 54.2% to 86.2% for the OSCC and 73.9% to 97.4% for the OED. Statistical test revealed that there was greater overexpression of GLUT-1 in OED than the OSCC (p=0.01). It is believed the high expression of GLUT-1 may reflect the involvement of GLUT-1 in early stages of oral carcinogenesis."
31577017,10.1590/1413-812320182410.16772017,Attitudes and practices of professionals who working in the Family Health Strategy regarding the approach to drug users in the municipality of Campina Grande. Paraíba. Brazil.,Ciencia & saude coletiva,2019,Farias L; Bernardino ÍM; Madruga RCR; d'Avila S; Lucas RSCC,The aim of this study was to evaluate the attitudes and practices of professionals of the Family Health Strategy regarding the approach to drug users in the municipality of Campina Grande. Paraíba. The cross-sectional and exploratory study carried out with 126 doctors. nurses and dentists of Primary Health Care (PHC). Variables investigated were related to sociodemographic data. professional profile. attitudes and practices about the approach to drug users according to the Integrated Plan to Confront Crack and Other Drugs. Descriptive and multivariate statistics were performed through Multiple Correspondence Analysis (MCA). Most professionals were female (88.9%) and reported questioning only sometimes about the use of drugs during the anamnesis (53.2%). Based on MCA results. variables with the greatest discriminatory power for dimension 1 were: training time (0.776). working time in the PHC (0.688). age group (0.656); while for dimension 2 were: professional category (0.383) and knowledge of drug users in their coverage area (0.166). There are important differences in attitudes and practices about the approach of drug users among professionals.
32520261,10.1590/1413-81232020256.226322018,[Bibliometric analysis of the scientific evidence on violence perpetrated against the elderly].,Ciencia & saude coletiva,2020,Moura LKB; Azevedo UN; Wingerter DG; Ferreira MAF; Maciel MPR; Moura RP; Silva AMD; Alves MDSCF,"The scope of this study is violence perpetrated against the elderly. It aims to analyze the international scientific production on violence against the elderly. It involved bibliometric research carried out in the ISI Web of Knowledge/Web of ScienceTM database, in which the search terms ""elder,""violence"" or ""abuse"" and ""health care"" were used, in the period between the years 1991 and 2016. The data were analyzed considering the evolution of the annual publications, the journals with the highest number of records, the authors with the highest number of publications, the number of articles distributed by authors' country of origin, and articles with the highest impact. A total of 267 published records in 174 different journals indexed to the database in question were identified and were written by 901 authors with links to 410 institutions located in 39 countries. In the descriptive analysis of the content of the top journals on the topic and of the most cited articles there was potential for the development of the topic, since there is a need for more data on interventions in cases of violence against the elderly, with a multidisciplinary approach, as well as conducting more research on clinical manifestations, quality of life and its economic impact on the use of health services."
38085748,10.11607/jomi.10115,Systemic Use of Antibiotics in Dental Implant Surgeries in Immunocompetent Patients: A Blind Randomized Controlled Trial.,The International journal of oral & maxillofacial implants,2023,Matias de Assis G; Queiroz SIML; Germano AR,"PURPOSE: To evaluate two pharmacologic antibiotic prophylaxis regimens and a control group of immunocompetent patients undergoing two-stage dental implant placement in a triple-blind randomized controlled clinical trial. MATERIALS AND METHODS: From a group of 61 immunocompetent patients, 21 were randomly allocated into group 1 (G1) without antibiotic prophylaxis (control), 20 in group 2 (G2) with preoperative antibiotic prophylaxis (1 g amoxicillin 1 hour before the procedure), and 20 in group 3 (G3) with preoperative (1 g amoxicillin) and postoperative (500 mg every 8 hours for 5 days) antibiotic prophylaxis. Pain was assessed with the visual analog scale (VAS) and by considering the number of painkillers patients used. Infection was identified via the presence of pus and fistula. Patients were evaluated after 7, 14, 30, and 120 days. Implant failure (defined as mobility upon the application of manual torque) was evaluated after 120 days during the second surgical stage. RESULTS: At the 7-day follow-up, pain intensity was less severe in the patients who had received antibiotics, with the G3 patients experiencing the least pain (P < .05). Infection was present in groups G1 (2 cases) and G3 (2 cases), but there was no statistically significant intergroup difference. Two implants failed, one in G1 and the other in G3. CONCLUSIONS: Based on the results of the present study, although the use of antibiotics reduced pain in the immediate postoperative period, it did not reduce infection rates and implant failure in immunocompetent patients."
38175434,10.1007/s12308-023-00563-6,Oral follicular lymphoma: a clinicopathologic and molecular study.,Journal of hematopathology,2023,Souza LL; Cáceres CVBL; Sant'Ana MSP; Penafort PVM; Andrade BAB; Pontes HAR; Castro WH; Mesquita RA; Xavier-Júnior JCC; Santos-Silva AR; Lopes MA; Soares CD; Robinson L; van Heerden WFP; Burbano RMR; Assis-Mendonça GR; Vassallo J; Sousa SF; Vargas PA; Fonseca FP,"Follicular lymphoma is a hematolymphoid neoplasm that originates from germinal center B cells. It is made up of a combination of small cleaved centrocytes and a varying quantity of larger non-cleaved centroblasts to describe the clinical, microscopic, immunohistochemical, and molecular features of oral follicular lymphomas. Follicular lymphomas affecting the oral cavity were retrieved from pathology files. Immunohistochemistry was performed to confirm the diagnosis, and fluorescence in situ hybridization (FISH) was employed to detect rearrangements in BCL2, BCL6, and MYC genes. Clinical and follow-up data were obtained from the patient's medical and pathology files. Twenty cases were obtained. There was an equal sex distribution (10 males: 10 females) and a mean age of 60.9 years (range: 10-83 years-old). Lesions presented as asymptomatic swellings, usually in the palate (10 cases) and the buccal mucosa (7 cases). Five patients presented with concomitant nodal involvement. Microscopic evaluation depicted the follicular growth pattern with diffuse areas in six cases. Grades 1 and 2 follicular lymphomas represented 12 cases, while grade 3A neoplasms accounted for other 8 cases. Two cases showed rearrangements in MYC, BCL2, and BCL6 genes, while single BCL2 translocation was found in eight cases. Two cases had no translocation. Three patients deceased and the 2-year overall survival achieved 88%. Follicular lymphoma affecting the oral cavity is uncommon, usually affects the palate as a non-ulcerated swelling and the presence of a systemic disease most always be ruled out."
37657202,10.1016/j.acthis.2023.152091,Morphological analysis of cell cannibalism: An auxiliary tool in the prediction of central giant cell granuloma clinical behavior.,Acta histochemica,2023,Barros CCDS; Santos LMDR; Severo MLB; Miguel MCDC; Squarize CH; da Silveira ÉJD,"Central giant cell granuloma (CGCG) is a benign jaw lesion with variable clinical behavior. Cell cannibalism is a cellular process associated with aggressiveness and invasion in malignant neoplasms. Here, we morphologically investigated cell cannibalism as an auxiliary method to predict CGCG clinical behavior. Cell cannibalism was quantitatively evaluated in 19 cases of peripheral giant cell granuloma (PGCG), 38 cases of CGCG (non-aggressive and aggressive), and 19 cases of giant cell tumor of bone (GCT) stained with hematoxylin and eosin. T-test was performed to assess the differences between the variables analyzed (p ≤ 0.05). Cell cannibalism was identified in 21% of non-aggressive CGCGs and 68.4% of aggressive CGCGs. A significantly higher amount of cannibal multinucleated giant cells (CMGC) was observed in aggressive CGCG compared to PGCG and non-aggressive CGCG (p = 0.042; p = 0.044, respectively). There were no significant differences in the CMGC index between non-aggressive CGCG and PGCG (p = 0.858) and between aggressive CGCG and GCT (p = 0.069). CGGC cases that exhibited rapid growth and tooth displacement and/or root resorption had a higher amount of CMGC (p = 0.035; p = 0.041, respectively). Cell cannibalism can be identified in CGCG through routine anatomopathological examination. The quantification of CMGC can help to predict the clinical behavior of central giant cell granuloma."
27627864,10.1111/jop.12494,"Immunohistochemical analysis of myofibroblasts, TGF-β1, and IFN-γ in epithelial odontogenic lesions.",Journal of oral pathology & medicine : official publication of the International Association of Oral Pathologists and the American Academy of Oral Pathology,2017,Santos PPA; Nonaka CFW; Freitas RA; Pereira Pinto L; Souza LB,"AIM: To investigate the presence of myofibroblasts (MFBs) in epithelial odontogenic lesions by immunohistochemistry and to correlate the findings with tumor aggressiveness, as well as to analyze the expression of TGF-β1 and IFN-γ during the differentiation of these cells. METHODS AND RESULTS: Twenty solid ameloblastomas (SAs), 10 unicystic ameloblastomas (UAs), 20 keratocystic odontogenic tumors (KCOTs), and 20 adenomatoid odontogenic tumors (AOTs) were selected. For evaluation of the presence of MFBs, anti-α-SMA-immunoreactive cells were quantified in connective tissue near the epithelium. The expression of TGF-β1 and IFN-γ was evaluated in epithelial and connective tissue by determining the percentage of immunoreactive cells. A higher concentration of MFBs was observed in SAs (mean of 30.55), followed by KCOTs (22.50), UAs (20.80), and AOTs (19.15) (P = 0.001). There was no significant correlation between the immunoexpression of TGF-β1 or IFN-γ and the number of MFBs (P > 0.05). CONCLUSIONS: The larger number of MFBs suggests that these cells are one of the factors responsible for the more aggressive biological behavior of these lesions. The lack of correlation between the number of MFBs and immunoexpression of TGF-β1 and IFN-γ indicates that these proteins are not involved in the differentiation of this type of contractile cell in the lesions studied and that only the use of immunohistochemistry to establish such a correlation is a limiting factor."
25923626,10.1590/1413-81232015204.00532014,Factors related to the performance of Specialized Dental Care Centers.,Ciencia & saude coletiva,2015,Machado FC; Silva JV; Ferreira MÂ,"The Specialized Dental Care Centers (SDCC) have the mission to expand access to public medium complexity dental care and support the primary health care actions at this level of complexity. However, it is necessary to ensure the quality of services and to evaluate such services continuously to identify weaknesses and strengths that support the processes of leadership/management. Nevertheless, there is a dearth of studies on the assessment of oral health in specialized care that may indicate which factors should be investigated. Therefore, this integrated literature review sought to explore the plethora of publications on the evaluation of SDCC in the LILACS and MEDLINE data bases in October 2013 to identify factors possibly related to the performance of such health services. Thus, 13 references were included in this review pointing to forms of organization and management of work processes related to the creation of healthcare networks (operation of regulation centers and setting up of health consortiums). They include the contextual characteristics of the places where SDCCs are located (population size, Family Health Strategy coverage, Municipal Human Development Index, governance, governing capacity) were factors that influenced the SDCCs performance."
37699180,10.11607/ijp.7865,Nonadaptation to New Mandibular Complete Dentures: A Survival Analysis and Interpretation of the Time to Adaptation.,The International journal of prosthodontics,2023,Ribeiro AKC; Verissimo AH; Medeiros AKB; Cardoso RG; Melo LA; Carreiro ADFP,"PURPOSE: To determine the average time for patients to adapt to mandibular complete dentures (CDs) and the factors associated with this critical period. MATERIALS AND METHODS: In total, 108 completely edentulous patients were rehabilitated using CDs. Adaptation was evaluated based on the following criteria: mastication, comfort, speech, and swallowing with dentures. The Kaplan-Meier method was used to estimate the average time to adaptation. The logrank test was used to assess the adaptation period and associated factors. RESULTS: Of the 108 rehabilitated patients, 89 had adapted to mandibular CDs at the 6-month follow-up. The mean time to adaptation estimated from the Kaplan-Meier curve was 78.54 days (95% confidence interval [CI] 71.04 to 86.04). The factors associated with the adaptation period were previous experience with a mandibular denture (P = .032), the professional who made the previous CDs (P = .034), frequency of appearance of traumatic lesions after 15 days of rehabilitation (P = .023), posterior mandibular ridge height (P = .005), and regular use of the new dentures (P = .002). CONCLUSIONS: Most patients adapted to mandibular dentures after 2.6 months. Lack of prior experience with mandibular dentures, use of old dentures made by a dental technician, occurrence of traumatic injuries 15 days after CD delivery, presence of a resorbed posterior mandibular ridge, and nonregular wear were associated with longer adaptation time to new mandibular CDs."
15200484,10.1111/j.1600-0714.2004.00212.x,Tenascin and fibronectin expression in odontogenic cysts.,Journal of oral pathology & medicine : official publication of the International Association of Oral Pathologists and the American Academy of Oral Pathology,2004,de Oliveira MD; de Miranda JL; de Amorim RF; de Souza LB; de Almeida Freitas R,"BACKGROUND: Odontogenic cysts (OCs) present distinct evolution and clinical behavior. This study was performed in order to investigate if some components of the extracellular matrix (ECM) may drive these differences. METHODS: Thirty OCs were selected: 10 radicular cysts (RCs), 10 dentigerous cysts (DCs), 10 non-syndrome odontogenic keratocysts (OKCs) and they were immunohistochemically analyzed to verify the expression pattern of tenascin and fibronectin. RESULTS: Tenascin immunostaining was mainly intense as a thick band deep to the epithelial-mesenchymal interface in both RCs and OKCs. The intense tenascin immunoexpression observed in the RCs was usually associated with inflammation. An intense fibronectin reactivity was observed in the basement membrane region and at the cystic wall of OKCs. CONCLUSIONS: Our results demonstrate differences between the expression of ECM proteins in the OCs studied. The higher tenascin and fibronectin expression in the capsule of OKCs suggests marked instability in the cystic structure and may contribute to its aggressive behavior."
38533772,10.1017/S1368980024000764,Time living with food insecurity and socio-demographic factors: longitudinal analysis in a city in the semi-arid region of Northeast Brazil.,Public health nutrition,2024,Santos ABMVD; Palmeira PA; Roncalli da Costa Oliveira AG,"OBJECTIVE: Food insecurity (FI) is the lack of daily access for everyone to quality food in sufficient quantity. In many populations, it presents as a chronic and persistent condition. This study analysed the association between the length of time living with FI and socio-demographic conditions in households in a semi-arid municipality in the Brazilian Northeast between 2011 and 2019. DESIGN: This is a population-based cohort study among families in the municipality in Northeast Brazil (2011, 2014 and 2019). FI was estimated through the Escala Brasileira de Insegurança Alimentar (EBIA, Brazilian Household Food Insecurity Measurement Scale), and the longitudinal category of time of living with FI was adopted to classify them according to the time they remained in FI during the cohort. The association with the socio-demographic profiles of the population was verified through multinomial logistic regression. SETTING: Households in semi-arid, Northeast of Brazil. PARTICIPANTS: Household respondents interviewed in 2011, 2014 and 2019 (n 274). RESULTS: Sixty-seven percentage (67 %) of families lived in FI in this period. Rural residence, low monthly per capita income and low schooling of the household reference person increased the chances of these families living longer in FI. These overlapping conditions increased the odds of FI in the household. CONCLUSIONS: Coping with FI requires intersectoral intervention that improves the socio-demographic conditions of the population."
12131990,10.1590/s1517-74912002000200011,[Immunohistochemical study of components of the basement membrane in odontogenic cysts].,Pesquisa odontologica brasileira = Brazilian oral research,2002,Oliveira MD; Souza LB; Pinto LP; Freitas Rde A,"The pattern of distribution and expression of laminin and type IV collagen was studied in ten radicular cysts, ten dentigerous cysts and ten odontogenic keratocysts, by means of the streptavidin-biotin method. The purpose of this study was to investigate changes in the distribution of components of the basement membrane in an attempt to contribute to the understanding of the differences, as to evolution and clinical behavior, between these cysts. The results revealed a weak and discontinuous linear staining, in odontogenic keratocysts, for both laminin and type IV collagen, while, in radicular cysts, staining was more intense and continuous. In dentigerous cysts, an intermediary pattern was observed, which was more similar to that observed in keratocysts. Our results suggest that, in view of the weak expression of proteins of the basement membrane observed in odontogenic keratocysts, modifications must take place in the interaction between the epithelium and the adjacent connective tissue, which could, in part, contribute to the pattern of more rapid growth exhibited by these cysts."
18813522,10.1590/s1413-81232008000100012,[Social representation related to care in the family health program in Natal-Brazil].,Ciencia & saude coletiva,2008,Rodrigues MP; de Lima KC; Roncalli AG,"This study examines the core and outlying representational elements of healthcare constructed by Family Healthcare Program teams in Natal, Brazil, using the theory of social representations and the central core theory. The sample consisted of ninety healthcare practitioners working with this Program, with data collected through free word association, a questionnaire and focus groups. The core representation consists of attention/love and comfort, disclosing different understandings and showing that accumulated knowledge is supported by a view that is close to care-giving. However, traditional values and trivial connotations are maintained, hindering the implementation of more effective interventions in by this Program. The core composition indicated that any capacity-building efforts that try to modify attitudes - and thus the daily practice of these practitioners - must assign high priority to discussions on redefining these elements of attention/love and comfort. They must consider the set of mental, emotional, and practical elaborations as well as explanations arising from daily life that are introduced into the constitution of the social representations under examination, influencing choices and shaping the strategies used by practitioners to provide care."
